lemma,global_position,sentence_id,local_word_id,original_text
last,129414,13782,12,last
ten,129415,13782,13,ten
minute,129416,13782,14,minutes
.,129417,13782,15,.
and,129418,13783,1,And
",",129419,13783,2,","
begob,129420,13783,3,begob
",",129421,13783,4,","
i,129422,13783,5,I
see,129423,13783,6,saw
his,129424,13783,7,his
physog,129425,13783,8,physog
do,129426,13783,9,do
a,129427,13783,10,a
peep,129428,13783,11,peep
in,129429,13783,12,in
and,129430,13783,13,and
then,129431,13783,14,then
slidder,129432,13783,15,slidder
off,129433,13783,16,off
again,129434,13783,17,again
.,129435,13783,18,.
little,129436,13784,1,Little
alf,129437,13784,2,Alf
be,129438,13784,3,was
knock,129439,13784,4,knocked
bawway,129440,13784,5,bawways
.,129441,13784,6,.
faith,129442,13785,1,Faith
",",129443,13785,2,","
he,129444,13785,3,he
be,129445,13785,4,was
.,129446,13785,5,.
—,129447,13786,1,—
good,129448,13786,2,Good
christ,129449,13786,3,Christ
!,129450,13786,4,!
say,129451,13787,1,says
he,129452,13787,2,he
.,129453,13787,3,.
i,129454,13788,1,I
could,129455,13788,2,could
have,129456,13788,3,have
swear,129457,13788,4,sworn
it,129458,13788,5,it
be,129459,13788,6,was
he,129460,13788,7,him
.,129461,13788,8,.
and,129462,13789,1,And
say,129463,13789,2,says
bob,129464,13789,3,Bob
doran,129465,13789,4,Doran
",",129466,13789,5,","
with,129467,13789,6,with
the,129468,13789,7,the
hat,129469,13789,8,hat
on,129470,13789,9,on
the,129471,13789,10,the
back,129472,13789,11,back
of,129473,13789,12,of
his,129474,13789,13,his
poll,129475,13789,14,poll
",",129476,13789,15,","
low,129477,13789,16,lowest
blackguard,129478,13789,17,blackguard
in,129479,13789,18,in
dublin,129480,13789,19,Dublin
when,129481,13789,20,when
he,129482,13789,21,he
be,129483,13789,22,’s
under,129484,13789,23,under
the,129485,13789,24,the
influence,129486,13789,25,influence
:,129487,13789,26,:
—,129488,13790,1,—
who,129489,13790,2,Who
say,129490,13790,3,said
christ,129491,13790,4,Christ
be,129492,13790,5,is
good,129493,13790,6,good
?,129494,13790,7,?
—,129495,13791,1,—
i,129496,13791,2,I
beg,129497,13791,3,beg
your,129498,13791,4,your
parsnip,129499,13791,5,parsnips
",",129500,13791,6,","
say,129501,13791,7,says
alf,129502,13791,8,Alf
.,129503,13791,9,.
—,129504,13792,1,—
be,129505,13792,2,Is
that,129506,13792,3,that
a,129507,13792,4,a
good,129508,13792,5,good
christ,129509,13792,6,Christ
",",129510,13792,7,","
say,129511,13792,8,says
bob,129512,13792,9,Bob
doran,129513,13792,10,Doran
",",129514,13792,11,","
to,129515,13792,12,to
take,129516,13792,13,take
away,129517,13792,14,away
poor,129518,13792,15,poor
little,129519,13792,16,little
willy,129520,13792,17,Willy
dignam,129521,13792,18,Dignam
?,129522,13792,19,?
—,129523,13793,1,—
ah,129524,13793,2,Ah
",",129525,13793,3,","
well,129526,13793,4,well
",",129527,13793,5,","
say,129528,13793,6,says
alf,129529,13793,7,Alf
",",129530,13793,8,","
try,129531,13793,9,trying
to,129532,13793,10,to
pass,129533,13793,11,pass
it,129534,13793,12,it
off,129535,13793,13,off
.,129536,13793,14,.
he,129537,13794,1,He
be,129538,13794,2,’s
over,129539,13794,3,over
all,129540,13794,4,all
his,129541,13794,5,his
trouble,129542,13794,6,troubles
.,129543,13794,7,.
but,129544,13795,1,But
bob,129545,13795,2,Bob
doran,129546,13795,3,Doran
shout,129547,13795,4,shouts
out,129548,13795,5,out
of,129549,13795,6,of
he,129550,13795,7,him
.,129551,13795,8,.
—,129552,13796,1,—
he,129553,13796,2,He
be,129554,13796,3,’s
a,129555,13796,4,a
bloody,129556,13796,5,bloody
ruffian,129557,13796,6,ruffian
",",129558,13796,7,","
i,129559,13796,8,I
say,129560,13796,9,say
",",129561,13796,10,","
to,129562,13796,11,to
take,129563,13796,12,take
away,129564,13796,13,away
poor,129565,13796,14,poor
little,129566,13796,15,little
willy,129567,13796,16,Willy
dignam,129568,13796,17,Dignam
.,129569,13796,18,.
terry,129570,13797,1,Terry
come,129571,13797,2,came
down,129572,13797,3,down
and,129573,13797,4,and
tip,129574,13797,5,tipped
he,129575,13797,6,him
the,129576,13797,7,the
wink,129577,13797,8,wink
to,129578,13797,9,to
keep,129579,13797,10,keep
quiet,129580,13797,11,quiet
",",129581,13797,12,","
that,129582,13797,13,that
they,129583,13797,14,they
do,129584,13797,15,did
not,129585,13797,16,n’t
want,129586,13797,17,want
that,129587,13797,18,that
kind,129588,13797,19,kind
of,129589,13797,20,of
talk,129590,13797,21,talk
in,129591,13797,22,in
a,129592,13797,23,a
respectable,129593,13797,24,respectable
license,129594,13797,25,licensed
premise,129595,13797,26,premises
.,129596,13797,27,.
and,129597,13798,1,And
bob,129598,13798,2,Bob
doran,129599,13798,3,Doran
start,129600,13798,4,starts
do,129601,13798,5,doing
the,129602,13798,6,the
weep,129603,13798,7,weeps
about,129604,13798,8,about
paddy,129605,13798,9,Paddy
dignam,129606,13798,10,Dignam
",",129607,13798,11,","
true,129608,13798,12,true
as,129609,13798,13,as
you,129610,13798,14,you
be,129611,13798,15,’re
there,129612,13798,16,there
.,129613,13798,17,.
—,129614,13799,1,—
the,129615,13799,2,The
fine,129616,13799,3,finest
man,129617,13799,4,man
",",129618,13799,5,","
say,129619,13799,6,says
he,129620,13799,7,he
",",129621,13799,8,","
snivell,129622,13799,9,snivelling
",",129623,13799,10,","
the,129624,13799,11,the
fine,129625,13799,12,finest
purest,129626,13799,13,purest
character,129627,13799,14,character
.,129628,13799,15,.
the,129629,13800,1,The
tear,129630,13800,2,tear
be,129631,13800,3,is
bloody,129632,13800,4,bloody
near,129633,13800,5,near
your,129634,13800,6,your
eye,129635,13800,7,eye
.,129636,13800,8,.
talk,129637,13801,1,Talking
through,129638,13801,2,through
his,129639,13801,3,his
bloody,129640,13801,4,bloody
hat,129641,13801,5,hat
.,129642,13801,6,.
fitter,129643,13802,1,Fitter
for,129644,13802,2,for
he,129645,13802,3,him
go,129646,13802,4,go
home,129647,13802,5,home
to,129648,13802,6,to
the,129649,13802,7,the
little,129650,13802,8,little
sleepwalking,129651,13802,9,sleepwalking
bitch,129652,13802,10,bitch
he,129653,13802,11,he
marry,129654,13802,12,married
",",129655,13802,13,","
mooney,129656,13802,14,Mooney
",",129657,13802,15,","
the,129658,13802,16,the
bumbailiff,129659,13802,17,bumbailiff
's,129660,13802,18,’s
daughter,129661,13802,19,daughter
",",129662,13802,20,","
mother,129663,13802,21,mother
keep,129664,13802,22,kept
a,129665,13802,23,a
kip,129666,13802,24,kip
in,129667,13802,25,in
hardwicke,129668,13802,26,Hardwicke
street,129669,13802,27,street
",",129670,13802,28,","
that,129671,13802,29,that
use,129672,13802,30,used
to,129673,13802,31,to
be,129674,13802,32,be
stravage,129675,13802,33,stravaging
about,129676,13802,34,about
the,129677,13802,35,the
landing,129678,13802,36,landings
bantam,129679,13802,37,Bantam
lyons,129680,13802,38,Lyons
tell,129681,13802,39,told
i,129682,13802,40,me
that,129683,13802,41,that
be,129684,13802,42,was
stop,129685,13802,43,stopping
there,129686,13802,44,there
at,129687,13802,45,at
two,129688,13802,46,two
in,129689,13802,47,in
the,129690,13802,48,the
morning,129691,13802,49,morning
without,129692,13802,50,without
a,129693,13802,51,a
stitch,129694,13802,52,stitch
on,129695,13802,53,on
her,129696,13802,54,her
",",129697,13802,55,","
expose,129698,13802,56,exposing
her,129699,13802,57,her
person,129700,13802,58,person
",",129701,13802,59,","
open,129702,13802,60,open
to,129703,13802,61,to
all,129704,13802,62,all
comer,129705,13802,63,comers
",",129706,13802,64,","
fair,129707,13802,65,fair
field,129708,13802,66,field
and,129709,13802,67,and
no,129710,13802,68,no
favour,129711,13802,69,favour
.,129712,13802,70,.
—,129713,13803,1,—
the,129714,13803,2,The
noblest,129715,13803,3,noblest
",",129716,13803,4,","
the,129717,13803,5,the
truest,129718,13803,6,truest
",",129719,13803,7,","
say,129720,13803,8,says
he,129721,13803,9,he
.,129722,13803,10,.
and,129723,13804,1,And
he,129724,13804,2,he
be,129725,13804,3,’s
gone,129726,13804,4,gone
",",129727,13804,5,","
poor,129728,13804,6,poor
little,129729,13804,7,little
willy,129730,13804,8,Willy
",",129731,13804,9,","
poor,129732,13804,10,poor
little,129733,13804,11,little
paddy,129734,13804,12,Paddy
dignam,129735,13804,13,Dignam
.,129736,13804,14,.
and,129737,13805,1,And
mournful,129738,13805,2,mournful
and,129739,13805,3,and
with,129740,13805,4,with
a,129741,13805,5,a
heavy,129742,13805,6,heavy
heart,129743,13805,7,heart
he,129744,13805,8,he
bewept,129745,13805,9,bewept
the,129746,13805,10,the
extinction,129747,13805,11,extinction
of,129748,13805,12,of
that,129749,13805,13,that
beam,129750,13805,14,beam
of,129751,13805,15,of
heaven,129752,13805,16,heaven
.,129753,13805,17,.
old,129754,13806,1,Old
garryowen,129755,13806,2,Garryowen
start,129756,13806,3,started
growl,129757,13806,4,growling
again,129758,13806,5,again
at,129759,13806,6,at
bloom,129760,13806,7,Bloom
that,129761,13806,8,that
be,129762,13806,9,was
skeez,129763,13806,10,skeezing
round,129764,13806,11,round
the,129765,13806,12,the
door,129766,13806,13,door
.,129767,13806,14,.
—,129768,13807,1,—
come,129769,13807,2,Come
in,129770,13807,3,in
",",129771,13807,4,","
come,129772,13807,5,come
on,129773,13807,6,on
",",129774,13807,7,","
he,129775,13807,8,he
will,129776,13807,9,wo
not,129777,13807,10,n’t
eat,129778,13807,11,eat
you,129779,13807,12,you
",",129780,13807,13,","
say,129781,13807,14,says
the,129782,13807,15,the
citizen,129783,13807,16,citizen
.,129784,13807,17,.
so,129785,13808,1,So
bloom,129786,13808,2,Bloom
slope,129787,13808,3,slopes
in,129788,13808,4,in
with,129789,13808,5,with
his,129790,13808,6,his
cod,129791,13808,7,cod
's,129792,13808,8,’s
eye,129793,13808,9,eye
on,129794,13808,10,on
the,129795,13808,11,the
dog,129796,13808,12,dog
and,129797,13808,13,and
he,129798,13808,14,he
ask,129799,13808,15,asks
terry,129800,13808,16,Terry
be,129801,13808,17,was
martin,129802,13808,18,Martin
cunningham,129803,13808,19,Cunningham
there,129804,13808,20,there
.,129805,13808,21,.
—,129806,13809,1,—
o,129807,13809,2,O
",",129808,13809,3,","
christ,129809,13809,4,Christ
m’keown,129810,13809,5,M’Keown
",",129811,13809,6,","
say,129812,13809,7,says
joe,129813,13809,8,Joe
",",129814,13809,9,","
read,129815,13809,10,reading
one,129816,13809,11,one
of,129817,13809,12,of
the,129818,13809,13,the
letter,129819,13809,14,letters
.,129820,13809,15,.
listen,129821,13810,1,Listen
to,129822,13810,2,to
this,129823,13810,3,this
",",129824,13810,4,","
will,129825,13810,5,will
you,129826,13810,6,you
?,129827,13810,7,?
and,129828,13811,1,And
he,129829,13811,2,he
start,129830,13811,3,starts
read,129831,13811,4,reading
out,129832,13811,5,out
one,129833,13811,6,one
.,129834,13811,7,.
_7,129835,13812,1,_7
hunter,129836,13812,2,Hunter
street,129837,13812,3,Street
",",129838,13812,4,","
liverpool._,129839,13812,5,Liverpool._
_,129840,13813,1,_
to,129841,13813,2,To
the,129842,13813,3,the
high,129843,13813,4,High
sheriff,129844,13813,5,Sheriff
of,129845,13813,6,of
dublin,129846,13813,7,Dublin
",",129847,13813,8,","
dublin._,129848,13813,9,Dublin._
_,129849,13814,1,_
honoure,129850,13814,2,Honoured
sir,129851,13814,3,sir
i,129852,13814,4,i
beg,129853,13814,5,beg
to,129854,13814,6,to
offer,129855,13814,7,offer
my,129856,13814,8,my
service,129857,13814,9,services
in,129858,13814,10,in
the,129859,13814,11,the
abovementioned,129860,13814,12,abovementioned
painful,129861,13814,13,painful
case,129862,13814,14,case
i,129863,13814,15,i
hang,129864,13814,16,hanged
joe,129865,13814,17,Joe
gann,129866,13814,18,Gann
in,129867,13814,19,in
bootle,129868,13814,20,Bootle
jail,129869,13814,21,jail
on,129870,13814,22,on
the,129871,13814,23,the
12,129872,13814,24,12
of,129873,13814,25,of
febuary,129874,13814,26,Febuary
1900,129875,13814,27,1900
and,129876,13814,28,and
i,129877,13814,29,i
hang,129878,13814,30,hanged
..._,129879,13814,31,..._
—,129880,13815,1,—
show,129881,13815,2,Show
we,129882,13815,3,us
",",129883,13815,4,","
joe,129884,13815,5,Joe
",",129885,13815,6,","
say,129886,13815,7,says
i,129887,13815,8,I
.,129888,13815,9,.
—,129889,13816,1,—
_...,129890,13816,2,_...
private,129891,13816,3,private
arthur,129892,13816,4,Arthur
chace,129893,13816,5,Chace
for,129894,13816,6,for
fowl,129895,13816,7,fowl
murder,129896,13816,8,murder
of,129897,13816,9,of
jessie,129898,13816,10,Jessie
tilsit,129899,13816,11,Tilsit
in,129900,13816,12,in
pentonville,129901,13816,13,Pentonville
prison,129902,13816,14,prison
and,129903,13816,15,and
i,129904,13816,16,i
be,129905,13816,17,was
assistant,129906,13816,18,assistant
when,129907,13816,19,when
..._,129908,13816,20,..._
—,129909,13817,1,—
jesus,129910,13817,2,Jesus
",",129911,13817,3,","
say,129912,13817,4,says
i,129913,13817,5,I
.,129914,13817,6,.
—,129915,13818,1,—
_...,129916,13818,2,_...
billington,129917,13818,3,Billington
execute,129918,13818,4,executed
the,129919,13818,5,the
awful,129920,13818,6,awful
murderer,129921,13818,7,murderer
toad,129922,13818,8,Toad
smith,129923,13818,9,Smith
..._,129924,13818,10,..._
the,129925,13819,1,The
citizen,129926,13819,2,citizen
make,129927,13819,3,made
a,129928,13819,4,a
grab,129929,13819,5,grab
at,129930,13819,6,at
the,129931,13819,7,the
letter,129932,13819,8,letter
.,129933,13819,9,.
—,129934,13820,1,—
hold,129935,13820,2,Hold
hard,129936,13820,3,hard
",",129937,13820,4,","
say,129938,13820,5,says
joe,129939,13820,6,Joe
",",129940,13820,7,","
_i,129941,13820,8,_i
have,129942,13820,9,have
a,129943,13820,10,a
special,129944,13820,11,special
nack,129945,13820,12,nack
of,129946,13820,13,of
put,129947,13820,14,putting
the,129948,13820,15,the
noose,129949,13820,16,noose
once,129950,13820,17,once
in,129951,13820,18,in
he,129952,13820,19,he
can,129953,13820,20,ca
not,129954,13820,21,n’t
get,129955,13820,22,get
out,129956,13820,23,out
hope,129957,13820,24,hoping
to,129958,13820,25,to
be,129959,13820,26,be
favour,129960,13820,27,favoured
i,129961,13820,28,i
remain,129962,13820,29,remain
",",129963,13820,30,","
honoure,129964,13820,31,honoured
sir,129965,13820,32,sir
",",129966,13820,33,","
my,129967,13820,34,my
term,129968,13820,35,terms
be,129969,13820,36,is
five,129970,13820,37,five
ginnee,129971,13820,38,ginnees
._,129972,13820,39,._
_,129973,13821,1,_
h.,129974,13821,2,H.
rumbold,129975,13821,3,Rumbold
",",129976,13821,4,","
master,129977,13821,5,Master
barber._,129978,13821,6,Barber._
—,129979,13822,1,—
and,129980,13822,2,And
a,129981,13822,3,a
barbarous,129982,13822,4,barbarous
bloody,129983,13822,5,bloody
barbarian,129984,13822,6,barbarian
he,129985,13822,7,he
be,129986,13822,8,is
too,129987,13822,9,too
",",129988,13822,10,","
say,129989,13822,11,says
the,129990,13822,12,the
citizen,129991,13822,13,citizen
.,129992,13822,14,.
—,129993,13823,1,—
and,129994,13823,2,And
the,129995,13823,3,the
dirty,129996,13823,4,dirty
scrawl,129997,13823,5,scrawl
of,129998,13823,6,of
the,129999,13823,7,the
wretch,130000,13823,8,wretch
",",130001,13823,9,","
say,130002,13823,10,says
joe,130003,13823,11,Joe
.,130004,13823,12,.
here,130005,13824,1,Here
",",130006,13824,2,","
say,130007,13824,3,says
he,130008,13824,4,he
",",130009,13824,5,","
take,130010,13824,6,take
they,130011,13824,7,them
to,130012,13824,8,to
hell,130013,13824,9,hell
out,130014,13824,10,out
of,130015,13824,11,of
my,130016,13824,12,my
sight,130017,13824,13,sight
",",130018,13824,14,","
alf,130019,13824,15,Alf
.,130020,13824,16,.
hello,130021,13825,1,Hello
",",130022,13825,2,","
bloom,130023,13825,3,Bloom
",",130024,13825,4,","
say,130025,13825,5,says
he,130026,13825,6,he
",",130027,13825,7,","
what,130028,13825,8,what
will,130029,13825,9,will
you,130030,13825,10,you
have,130031,13825,11,have
?,130032,13825,12,?
so,130033,13826,1,So
they,130034,13826,2,they
start,130035,13826,3,started
argue,130036,13826,4,arguing
about,130037,13826,5,about
the,130038,13826,6,the
point,130039,13826,7,point
",",130040,13826,8,","
bloom,130041,13826,9,Bloom
say,130042,13826,10,saying
he,130043,13826,11,he
would,130044,13826,12,would
not,130045,13826,13,n’t
and,130046,13826,14,and
he,130047,13826,15,he
could,130048,13826,16,could
not,130049,13826,17,n’t
and,130050,13826,18,and
excuse,130051,13826,19,excuse
he,130052,13826,20,him
no,130053,13826,21,no
offence,130054,13826,22,offence
and,130055,13826,23,and
all,130056,13826,24,all
to,130057,13826,25,to
that,130058,13826,26,that
and,130059,13826,27,and
then,130060,13826,28,then
he,130061,13826,29,he
say,130062,13826,30,said
well,130063,13826,31,well
he,130064,13826,32,he
would,130065,13826,33,’d
just,130066,13826,34,just
take,130067,13826,35,take
a,130068,13826,36,a
cigar,130069,13826,37,cigar
.,130070,13826,38,.
gob,130071,13827,1,Gob
",",130072,13827,2,","
he,130073,13827,3,he
be,130074,13827,4,’s
a,130075,13827,5,a
prudent,130076,13827,6,prudent
member,130077,13827,7,member
and,130078,13827,8,and
no,130079,13827,9,no
mistake,130080,13827,10,mistake
.,130081,13827,11,.
—,130082,13828,1,—
give,130083,13828,2,Give
we,130084,13828,3,us
one,130085,13828,4,one
of,130086,13828,5,of
your,130087,13828,6,your
prime,130088,13828,7,prime
stinker,130089,13828,8,stinkers
",",130090,13828,9,","
terry,130091,13828,10,Terry
",",130092,13828,11,","
say,130093,13828,12,says
joe,130094,13828,13,Joe
.,130095,13828,14,.
and,130096,13829,1,And
alf,130097,13829,2,Alf
be,130098,13829,3,was
tell,130099,13829,4,telling
we,130100,13829,5,us
there,130101,13829,6,there
be,130102,13829,7,was
one,130103,13829,8,one
chap,130104,13829,9,chap
send,130105,13829,10,sent
in,130106,13829,11,in
a,130107,13829,12,a
mourn,130108,13829,13,mourning
card,130109,13829,14,card
with,130110,13829,15,with
a,130111,13829,16,a
black,130112,13829,17,black
border,130113,13829,18,border
round,130114,13829,19,round
it,130115,13829,20,it
.,130116,13829,21,.
—,130117,13830,1,—
they,130118,13830,2,They
be,130119,13830,3,’re
all,130120,13830,4,all
barber,130121,13830,5,barbers
",",130122,13830,6,","
say,130123,13830,7,says
he,130124,13830,8,he
",",130125,13830,9,","
from,130126,13830,10,from
the,130127,13830,11,the
black,130128,13830,12,black
country,130129,13830,13,country
that,130130,13830,14,that
would,130131,13830,15,would
hang,130132,13830,16,hang
their,130133,13830,17,their
own,130134,13830,18,own
father,130135,13830,19,fathers
for,130136,13830,20,for
five,130137,13830,21,five
quid,130138,13830,22,quid
down,130139,13830,23,down
and,130140,13830,24,and
travelling,130141,13830,25,travelling
expense,130142,13830,26,expenses
.,130143,13830,27,.
and,130144,13831,1,And
he,130145,13831,2,he
be,130146,13831,3,was
tell,130147,13831,4,telling
we,130148,13831,5,us
there,130149,13831,6,there
be,130150,13831,7,’s
two,130151,13831,8,two
fellow,130152,13831,9,fellows
wait,130153,13831,10,waiting
below,130154,13831,11,below
to,130155,13831,12,to
pull,130156,13831,13,pull
his,130157,13831,14,his
heel,130158,13831,15,heels
down,130159,13831,16,down
when,130160,13831,17,when
he,130161,13831,18,he
get,130162,13831,19,gets
the,130163,13831,20,the
drop,130164,13831,21,drop
and,130165,13831,22,and
choke,130166,13831,23,choke
he,130167,13831,24,him
properly,130168,13831,25,properly
and,130169,13831,26,and
then,130170,13831,27,then
they,130171,13831,28,they
chop,130172,13831,29,chop
up,130173,13831,30,up
the,130174,13831,31,the
rope,130175,13831,32,rope
after,130176,13831,33,after
and,130177,13831,34,and
sell,130178,13831,35,sell
the,130179,13831,36,the
bit,130180,13831,37,bits
for,130181,13831,38,for
a,130182,13831,39,a
few,130183,13831,40,few
bob,130184,13831,41,bob
a,130185,13831,42,a
skull,130186,13831,43,skull
.,130187,13831,44,.
in,130188,13832,1,In
the,130189,13832,2,the
dark,130190,13832,3,dark
land,130191,13832,4,land
they,130192,13832,5,they
bide,130193,13832,6,bide
",",130194,13832,7,","
the,130195,13832,8,the
vengeful,130196,13832,9,vengeful
knight,130197,13832,10,knights
of,130198,13832,11,of
the,130199,13832,12,the
razor,130200,13832,13,razor
.,130201,13832,14,.
their,130202,13833,1,Their
deadly,130203,13833,2,deadly
coil,130204,13833,3,coil
they,130205,13833,4,they
grasp,130206,13833,5,grasp
:,130207,13833,6,:
yea,130208,13833,7,yea
",",130209,13833,8,","
and,130210,13833,9,and
therein,130211,13833,10,therein
they,130212,13833,11,they
lead,130213,13833,12,lead
to,130214,13833,13,to
erebus,130215,13833,14,Erebus
whatsoever,130216,13833,15,whatsoever
wight,130217,13833,16,wight
have,130218,13833,17,hath
do,130219,13833,18,done
a,130220,13833,19,a
deed,130221,13833,20,deed
of,130222,13833,21,of
blood,130223,13833,22,blood
for,130224,13833,23,for
i,130225,13833,24,I
will,130226,13833,25,will
on,130227,13833,26,on
nowise,130228,13833,27,nowise
suffer,130229,13833,28,suffer
it,130230,13833,29,it
even,130231,13833,30,even
so,130232,13833,31,so
saith,130233,13833,32,saith
the,130234,13833,33,the
lord,130235,13833,34,Lord
.,130236,13833,35,.
so,130237,13834,1,So
they,130238,13834,2,they
start,130239,13834,3,started
talk,130240,13834,4,talking
about,130241,13834,5,about
capital,130242,13834,6,capital
punishment,130243,13834,7,punishment
and,130244,13834,8,and
of,130245,13834,9,of
course,130246,13834,10,course
bloom,130247,13834,11,Bloom
come,130248,13834,12,comes
out,130249,13834,13,out
with,130250,13834,14,with
the,130251,13834,15,the
why,130252,13834,16,why
and,130253,13834,17,and
the,130254,13834,18,the
wherefore,130255,13834,19,wherefore
and,130256,13834,20,and
all,130257,13834,21,all
the,130258,13834,22,the
codology,130259,13834,23,codology
of,130260,13834,24,of
the,130261,13834,25,the
business,130262,13834,26,business
and,130263,13834,27,and
the,130264,13834,28,the
old,130265,13834,29,old
dog,130266,13834,30,dog
smell,130267,13834,31,smelling
he,130268,13834,32,him
all,130269,13834,33,all
the,130270,13834,34,the
time,130271,13834,35,time
i,130272,13834,36,I
be,130273,13834,37,’m
tell,130274,13834,38,told
that,130275,13834,39,those
jewie,130276,13834,40,jewies
do,130277,13834,41,does
have,130278,13834,42,have
a,130279,13834,43,a
sort,130280,13834,44,sort
of,130281,13834,45,of
a,130282,13834,46,a
queer,130283,13834,47,queer
odour,130284,13834,48,odour
come,130285,13834,49,coming
off,130286,13834,50,off
they,130287,13834,51,them
for,130288,13834,52,for
dog,130289,13834,53,dogs
about,130290,13834,54,about
i,130291,13834,55,I
do,130292,13834,56,do
not,130293,13834,57,n’t
know,130294,13834,58,know
what,130295,13834,59,what
all,130296,13834,60,all
deterrent,130297,13834,61,deterrent
effect,130298,13834,62,effect
and,130299,13834,63,and
so,130300,13834,64,so
forth,130301,13834,65,forth
and,130302,13834,66,and
so,130303,13834,67,so
on,130304,13834,68,on
.,130305,13834,69,.
—,130306,13835,1,—
there,130307,13835,2,There
be,130308,13835,3,’s
one,130309,13835,4,one
thing,130310,13835,5,thing
it,130311,13835,6,it
have,130312,13835,7,has
not,130313,13835,8,n’t
a,130314,13835,9,a
deterrent,130315,13835,10,deterrent
effect,130316,13835,11,effect
on,130317,13835,12,on
",",130318,13835,13,","
say,130319,13835,14,says
alf,130320,13835,15,Alf
.,130321,13835,16,.
—,130322,13836,1,—
what,130323,13836,2,What
be,130324,13836,3,’s
that,130325,13836,4,that
?,130326,13836,5,?
say,130327,13837,1,says
joe,130328,13837,2,Joe
.,130329,13837,3,.
—,130330,13838,1,—
the,130331,13838,2,The
poor,130332,13838,3,poor
bugger,130333,13838,4,bugger
's,130334,13838,5,’s
tool,130335,13838,6,tool
that,130336,13838,7,that
be,130337,13838,8,’s
be,130338,13838,9,being
hang,130339,13838,10,hanged
",",130340,13838,11,","
say,130341,13838,12,says
alf,130342,13838,13,Alf
.,130343,13838,14,.
—,130344,13839,1,—
that,130345,13839,2,That
so,130346,13839,3,so
?,130347,13839,4,?
say,130348,13840,1,says
joe,130349,13840,2,Joe
.,130350,13840,3,.
—,130351,13841,1,—
god,130352,13841,2,God
's,130353,13841,3,’s
truth,130354,13841,4,truth
",",130355,13841,5,","
say,130356,13841,6,says
alf,130357,13841,7,Alf
.,130358,13841,8,.
i,130359,13842,1,I
hear,130360,13842,2,heard
that,130361,13842,3,that
from,130362,13842,4,from
the,130363,13842,5,the
head,130364,13842,6,head
warder,130365,13842,7,warder
that,130366,13842,8,that
be,130367,13842,9,was
in,130368,13842,10,in
kilmainham,130369,13842,11,Kilmainham
when,130370,13842,12,when
they,130371,13842,13,they
hang,130372,13842,14,hanged
joe,130373,13842,15,Joe
brady,130374,13842,16,Brady
",",130375,13842,17,","
the,130376,13842,18,the
invincible,130377,13842,19,invincible
.,130378,13842,20,.
he,130379,13843,1,He
tell,130380,13843,2,told
i,130381,13843,3,me
when,130382,13843,4,when
they,130383,13843,5,they
cut,130384,13843,6,cut
he,130385,13843,7,him
down,130386,13843,8,down
after,130387,13843,9,after
the,130388,13843,10,the
drop,130389,13843,11,drop
it,130390,13843,12,it
be,130391,13843,13,was
stand,130392,13843,14,standing
up,130393,13843,15,up
in,130394,13843,16,in
their,130395,13843,17,their
face,130396,13843,18,faces
like,130397,13843,19,like
a,130398,13843,20,a
poker,130399,13843,21,poker
.,130400,13843,22,.
—,130401,13844,1,—
ruling,130402,13844,2,Ruling
passion,130403,13844,3,passion
strong,130404,13844,4,strong
in,130405,13844,5,in
death,130406,13844,6,death
",",130407,13844,7,","
say,130408,13844,8,says
joe,130409,13844,9,Joe
",",130410,13844,10,","
as,130411,13844,11,as
someone,130412,13844,12,someone
say,130413,13844,13,said
.,130414,13844,14,.
—,130415,13845,1,—
that,130416,13845,2,That
can,130417,13845,3,can
be,130418,13845,4,be
explain,130419,13845,5,explained
by,130420,13845,6,by
science,130421,13845,7,science
",",130422,13845,8,","
say,130423,13845,9,says
bloom,130424,13845,10,Bloom
.,130425,13845,11,.
it,130426,13846,1,It
be,130427,13846,2,’s
only,130428,13846,3,only
a,130429,13846,4,a
natural,130430,13846,5,natural
phenomenon,130431,13846,6,phenomenon
",",130432,13846,7,","
do,130433,13846,8,do
not,130434,13846,9,n’t
you,130435,13846,10,you
see,130436,13846,11,see
",",130437,13846,12,","
because,130438,13846,13,because
on,130439,13846,14,on
account,130440,13846,15,account
of,130441,13846,16,of
the,130442,13846,17,the
...,130443,13846,18,...
and,130444,13847,1,And
then,130445,13847,2,then
he,130446,13847,3,he
start,130447,13847,4,starts
with,130448,13847,5,with
his,130449,13847,6,his
jawbreaker,130450,13847,7,jawbreakers
about,130451,13847,8,about
phenomenon,130452,13847,9,phenomenon
and,130453,13847,10,and
science,130454,13847,11,science
and,130455,13847,12,and
this,130456,13847,13,this
phenomenon,130457,13847,14,phenomenon
and,130458,13847,15,and
the,130459,13847,16,the
other,130460,13847,17,other
phenomenon,130461,13847,18,phenomenon
.,130462,13847,19,.
the,130463,13848,1,The
distinguished,130464,13848,2,distinguished
scientist,130465,13848,3,scientist
herr,130466,13848,4,Herr
professor,130467,13848,5,Professor
luitpold,130468,13848,6,Luitpold
blumenduft,130469,13848,7,Blumenduft
tender,130470,13848,8,tendered
medical,130471,13848,9,medical
evidence,130472,13848,10,evidence
to,130473,13848,11,to
the,130474,13848,12,the
effect,130475,13848,13,effect
that,130476,13848,14,that
the,130477,13848,15,the
instantaneous,130478,13848,16,instantaneous
fracture,130479,13848,17,fracture
of,130480,13848,18,of
the,130481,13848,19,the
